"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pgm11",3.10094925477961e-185,0.502676304932623,0.769,0.278,5.86358494586277e-181,"16","Pgm1"
"Klf4",7.11777331574011e-185,0.739623454497245,0.806,0.332,1.3458997562733e-180,"16","Klf4"
"Plac83",1.57907191697779e-184,1.41649200120454,0.984,0.785,2.9858670878133e-180,"16","Plac8"
"Cacfd1",2.08477347538644e-183,0.363756517841285,0.752,0.255,3.94209816460822e-179,"16","Cacfd1"
"Rufy4",3.2856585004063e-183,0.397423448377747,0.589,0.148,6.21285165841827e-179,"16","Rufy4"
"Cmtm3",1.01722807816455e-182,0.414804193595291,0.767,0.269,1.92347657300134e-178,"16","Cmtm3"
"Derl32",9.52924383924461e-181,0.770585688435139,0.927,0.522,1.80188471756276e-176,"16","Derl3"
"Tnfaip83",1.0405084599568e-180,0.607063141179548,0.967,0.517,1.96749744693231e-176,"16","Tnfaip8"
"Siah2",2.41471547121249e-179,0.379104912806384,0.649,0.186,4.5659854845157e-175,"16","Siah2"
"S100a114",1.38443889548987e-178,0.95319319107582,0.993,0.752,2.61783550748179e-174,"16","S100a11"
"Cdh52",1.00841089591755e-177,0.718331087407056,0.995,0.664,1.9068041630905e-173,"16","Cdh5"
"Nectin2",8.09277150472915e-177,0.630494914339689,0.962,0.698,1.53026216382924e-172,"16","Nectin2"
"Fbxo27",3.87826243961606e-176,0.36555907928196,0.74,0.254,7.33340644707001e-172,"16","Fbxo27"
"Fosb1",5.5284621024081e-176,0.789331476195375,0.731,0.256,1.04537689894435e-171,"16","Fosb"
"Myl6",3.43109151867203e-172,0.552782118065315,1,0.996,6.48785095265694e-168,"16","Myl6"
"Stat3",5.10388808292784e-171,0.46518704013011,0.839,0.364,9.65094197600826e-167,"16","Stat3"
"Rgs121",5.60624085100929e-171,0.252328672114385,0.57,0.14,1.06008408251735e-166,"16","Rgs12"
"Ptbp31",1.08766610383274e-169,0.645615946303514,0.981,0.8,2.05666783573733e-165,"16","Ptbp3"
"Sema4c",1.41750434292926e-169,0.508469794773199,0.832,0.342,2.68035896204494e-165,"16","Sema4c"
"Tuba1a2",1.67650413589423e-169,0.854228373956961,0.972,0.776,3.17010167056239e-165,"16","Tuba1a"
"Rab8b2",1.36768600912439e-168,0.427427003852455,0.857,0.354,2.58615747465331e-164,"16","Rab8b"
"Pygl",1.41839856085856e-168,0.276280617574689,0.612,0.169,2.68204983872746e-164,"16","Pygl"
"Fermt22",2.91240799826883e-165,0.647866919908237,0.986,0.881,5.50707228392653e-161,"16","Fermt2"
"Frmd4a",8.78149442188522e-163,0.425239292089187,0.804,0.32,1.66049278023428e-158,"16","Frmd4a"
"Emilin11",2.97484573317816e-162,0.49334736481467,0.869,0.394,5.62513579686658e-158,"16","Emilin1"
"Tcf41",2.56568590145958e-161,0.499070865174114,0.771,0.308,4.85145547106992e-157,"16","Tcf4"
"Rassf42",2.59378142163998e-161,0.521685289956253,0.883,0.394,4.90458129017905e-157,"16","Rassf4"
"C1qtnf61",2.90568911756912e-159,0.532066554059815,0.927,0.544,5.49436755241146e-155,"16","C1qtnf6"
"Plin22",3.82512455129186e-158,0.636659368683819,0.984,0.792,7.23292801403778e-154,"16","Plin2"
"Ets22",1.02095810351548e-157,0.681246283285162,0.974,0.729,1.93052967793742e-153,"16","Ets2"
"Ano61",3.78650878819416e-157,0.414943467536268,0.829,0.35,7.15990946759634e-153,"16","Ano6"
"Arpc23",3.50628746383914e-156,0.624195047610416,0.998,0.987,6.63003896537342e-152,"16","Arpc2"
"Sh3pxd2a",3.95786320581043e-156,0.312154570409076,0.654,0.199,7.48392353586693e-152,"16","Sh3pxd2a"
"Fam168a2",6.63769083828156e-155,0.507293056875288,0.928,0.554,1.25512096061066e-150,"16","Fam168a"
"Btg11",1.66410773466767e-153,0.649831708105642,0.9,0.536,3.14666131548311e-149,"16","Btg1"
"Liph2",1.70099757733182e-153,0.431690774167625,0.855,0.378,3.21641631897674e-149,"16","Liph"
"Svbp1",6.34088711995096e-151,0.508240628279078,0.92,0.568,1.19899834551153e-146,"16","Svbp"
"Nek6",2.5884397014791e-150,0.532671280675829,0.904,0.561,4.89448063152683e-146,"16","Nek6"
"Hrct12",3.72129337640899e-150,0.327269247783505,0.694,0.233,7.03659364545175e-146,"16","Hrct1"
"Gbe1",4.5075496100405e-150,0.262725761965509,0.591,0.172,8.52332555762559e-146,"16","Gbe1"
"Myl12a3",1.84784110833321e-149,0.505137601461083,1,0.995,3.49408275174727e-145,"16","Myl12a"
"Cacnb3",5.15797238249197e-148,0.255891151083111,0.589,0.173,9.75320997805407e-144,"16","Cacnb3"
"Ptprf2",6.48867436716225e-148,0.535357574965579,0.906,0.477,1.22694343608671e-143,"16","Ptprf"
"Gsn3",1.2018570410221e-145,0.651620236161467,0.948,0.649,2.27259147886869e-141,"16","Gsn"
"Bcr1",1.28945846557523e-145,0.422265915791179,0.733,0.292,2.43823701255621e-141,"16","Bcr"
"Lcp1",1.77336099371179e-144,0.445055420218377,0.722,0.27,3.35324830300962e-140,"16","Lcp1"
"2310030G06Rik1",1.08136760533777e-143,0.499423135483649,0.944,0.572,2.04475800493319e-139,"16","2310030G06Rik"
"Mxd42",2.69787449216635e-143,0.492544590928057,0.844,0.399,5.10141087723736e-139,"16","Mxd4"
"Dyrk21",1.35908030361962e-138,0.442913112408471,0.846,0.419,2.56988494611434e-134,"16","Dyrk2"
"Fthl17a2",2.5791741973463e-138,0.5572982121368,1,0.93,4.87696048976211e-134,"16","Fthl17a"
"Tpm44",4.55514888847327e-138,0.573170806559578,0.997,0.934,8.6133310332141e-134,"16","Tpm4"
"Fstl33",4.07166288514362e-136,0.822184433770534,0.967,0.76,7.69910734951807e-132,"16","Fstl3"
"Capg2",6.12847711881583e-136,0.603689407347605,0.969,0.762,1.15883373839688e-131,"16","Capg"
"Lasp12",5.37838342780908e-135,0.510162402664633,0.983,0.778,1.01699852236442e-130,"16","Lasp1"
"Pkib",1.55395690238236e-133,0.337585687781535,0.551,0.163,2.9383771067148e-129,"16","Pkib"
"Proser21",1.78048561194665e-133,0.334397878741488,0.596,0.194,3.36672024362991e-129,"16","Proser2"
"Top1mt1",3.9062139028882e-133,0.366692021193804,0.762,0.326,7.3862598689713e-129,"16","Top1mt"
"Malat13",2.34878404259418e-132,0.780420019915723,0.998,0.97,4.44131574614133e-128,"16","Malat1"
"Ppib1",5.32879659830514e-131,0.469016314006568,0.998,0.97,1.00762214877352e-126,"16","Ppib"
"Plk22",8.82944753502133e-131,0.431105773850625,0.767,0.329,1.66956023439718e-126,"16","Plk2"
"Herpud1",1.13344787728138e-130,0.269770299891227,0.629,0.206,2.14323659115136e-126,"16","Herpud1"
"Fryl",1.35774618602212e-130,0.359201392516602,0.743,0.307,2.56736226314922e-126,"16","Fryl"
"Fam76a",1.52077580547966e-130,0.473256027931556,0.909,0.612,2.87563497058149e-126,"16","Fam76a"
"Ubc1",5.13624248436624e-130,0.663998933347042,0.997,0.96,9.71212091368813e-126,"16","Ubc"
"Sat11",9.24424662595114e-130,0.620582270194023,0.811,0.414,1.7479945945011e-125,"16","Sat1"
"Pltp",9.68374609062387e-129,0.454168917355942,0.865,0.457,1.83109954827607e-124,"16","Pltp"
"Epas12",1.28367111718274e-127,0.331702452959483,0.794,0.325,2.42729371548084e-123,"16","Epas1"
"Jund",1.47135879942902e-126,1.22802258930669,0.897,0.67,2.78219235384034e-122,"16","Jund"
"Pxdc12",2.8939961171866e-126,0.468996489762123,0.857,0.459,5.47225725798814e-122,"16","Pxdc1"
"Sox15",3.50935002844857e-126,0.301705042407861,0.673,0.249,6.6358299687934e-122,"16","Sox15"
"Aprt4",7.34757601985471e-126,0.46688082634911,1,0.999,1.38935314959433e-121,"16","Aprt"
"Ralgps2",1.06697143418432e-124,0.343997102129195,0.703,0.292,2.01753628489914e-120,"16","Ralgps2"
"Sqstm12",1.5595289409241e-123,0.500331731301043,0.976,0.865,2.94891327439339e-119,"16","Sqstm1"
"Anxa7",3.40242632154395e-123,0.502542903757291,0.956,0.772,6.43364793140746e-119,"16","Anxa7"
"Cd472",4.64290813045012e-122,0.358566976261304,0.864,0.432,8.77927498386812e-118,"16","Cd47"
"Ddb11",6.46411493000167e-122,0.488292757508093,0.99,0.92,1.22229949211402e-117,"16","Ddb1"
"App1",2.17689135649659e-121,0.347415082521662,0.827,0.381,4.1162838659994e-117,"16","App"
"Ptgis2",2.52711879106369e-121,0.371886326517993,0.778,0.332,4.77852892202233e-117,"16","Ptgis"
"Parva2",1.43885842843556e-120,0.420193983250008,0.937,0.563,2.7207374023288e-116,"16","Parva"
"Rpl10",2.84961725037851e-120,0.421342562866043,1,1,5.38834125874072e-116,"16","Rpl10"
"Ostf11",2.26019835198343e-119,0.444074978224349,0.991,0.907,4.27380906376546e-115,"16","Ostf1"
"Phf20",4.49964590552212e-119,0.372975700635077,0.816,0.426,8.50838044275178e-115,"16","Phf20"
"Nos1",2.98770480733766e-118,0.288372045086947,0.57,0.19,5.64945102019478e-114,"16","Nos1"
"Cux11",5.16635860287641e-118,0.316542544236119,0.748,0.315,9.769067482179e-114,"16","Cux1"
"Lysmd21",7.69550928452011e-118,0.376928599819342,0.85,0.403,1.45514385060991e-113,"16","Lysmd2"
"Nrip12",6.70995387122602e-116,0.732014175206279,0.848,0.473,1.26878517751013e-111,"16","Nrip1"
"Zfp361",5.06437260049168e-115,0.681209737228522,0.722,0.352,9.57622215026972e-111,"16","Zfp36"
"Cda1",5.42291338482498e-115,0.339547508822755,0.74,0.305,1.02541869193656e-110,"16","Cda"
"Nr2f2",1.79796965506815e-113,0.388131804787673,0.815,0.389,3.39978082076837e-109,"16","Nr2f2"
"Agap3",8.19749633065725e-113,0.275694059127902,0.684,0.267,1.55006458116398e-108,"16","Agap3"
"Ypel31",1.29974875167402e-112,0.400562389890763,0.921,0.606,2.4576949145404e-108,"16","Ypel3"
"Anxa53",6.10306569321964e-112,0.48679576651113,0.965,0.796,1.1540286919309e-107,"16","Anxa5"
"Btg23",7.11774650947492e-112,0.733345345588861,0.948,0.576,1.34589468747661e-107,"16","Btg2"
"Sh3glb12",3.85582925554846e-111,0.455740393072573,0.979,0.893,7.29098753931658e-107,"16","Sh3glb1"
"Parp12",5.40434735965911e-111,0.374101549214663,0.83,0.433,1.02190804223794e-106,"16","Parp1"
"Maff",1.28900020812354e-110,0.531878498212169,0.675,0.288,2.43737049354081e-106,"16","Maff"
"Adgrg62",9.47307953032294e-110,0.274795621049143,0.682,0.261,1.79126460838877e-105,"16","Adgrg6"
"Rassf8",1.75274444676725e-108,0.369205574765109,0.733,0.322,3.31426447439219e-104,"16","Rassf8"
"Kctd122",1.99039377861519e-108,0.277163624400488,0.708,0.289,3.76363559598347e-104,"16","Kctd12"
"Cdc42se21",2.62594573680443e-107,0.427037439228484,0.93,0.66,4.96540079372349e-103,"16","Cdc42se2"
"Nsd31",2.69482548103184e-107,0.430969720900853,0.934,0.638,5.0956455020831e-103,"16","Nsd3"
"Rhob2",3.28695722525063e-105,0.797511812904893,0.948,0.721,6.21530741722642e-101,"16","Rhob"
"Pfkp",6.12050299345856e-105,0.332796976849773,0.738,0.335,1.15732591103308e-100,"16","Pfkp"
"Afap11",9.56854438931032e-105,0.335593640250967,0.781,0.376,1.80931605857469e-100,"16","Afap1"
"Gpsm3",1.48979844624414e-103,0.30347541959144,0.767,0.355,2.81705988200305e-99,"16","Gpsm3"
"Cd821",1.86782975757575e-103,0.431029264499813,0.967,0.802,3.53187928859999e-99,"16","Cd82"
"Dst3",2.33609018586986e-103,0.3897302753038,0.879,0.488,4.41731293246132e-99,"16","Dst"
"Bin21",2.70353639016805e-103,0.337359877490813,0.86,0.506,5.11211696016876e-99,"16","Bin2"
"Galk13",8.21897024000832e-103,0.502108721661455,0.991,0.93,1.55412508268317e-98,"16","Galk1"
"Ppp1r14b3",1.52717926683343e-102,0.506215695014691,0.997,0.895,2.88774327565533e-98,"16","Ppp1r14b"
"Cklf2",2.84253036868506e-102,0.403142912934174,0.932,0.636,5.37494067414658e-98,"16","Cklf"
"Ier51",1.57897131893264e-101,0.489413315364059,0.829,0.462,2.98567686696973e-97,"16","Ier5"
"Cfap201",1.01711534278881e-100,0.392777305258084,0.939,0.748,1.92326340167936e-96,"16","Cfap20"
"Ctsl3",2.89255107446015e-100,0.374827658679046,0.979,0.736,5.4695248266967e-96,"16","Ctsl"
"Fgfr1",7.46103635915035e-100,0.360782727740138,0.71,0.321,1.41080736515174e-95,"16","Fgfr1"
"Upp13",1.34229138258186e-99,0.510894219743766,0.934,0.591,2.53813877532404e-95,"16","Upp1"
"Ppdpf3",2.58891013668772e-98,0.424490760843736,0.984,0.863,4.89537017746282e-94,"16","Ppdpf"
"Olr12",8.20434160787529e-97,0.501954297005099,0.498,0.167,1.55135895463314e-92,"16","Olr1"
"Fndc3b1",8.36425662250368e-97,0.357087042771514,0.836,0.464,1.58159728474922e-92,"16","Fndc3b"
"Macf1",7.39497950590764e-96,0.318449342705692,0.762,0.386,1.39831667477208e-91,"16","Macf1"
"Grb22",7.93067114068387e-96,0.398808173536174,0.983,0.843,1.49961060599191e-91,"16","Grb2"
"Myo1e",7.43999406948677e-95,0.257598032809492,0.691,0.299,1.40682847859925e-90,"16","Myo1e"
"Tpm13",2.38578895811759e-94,0.431555761667745,1,0.882,4.51128834090454e-90,"16","Tpm1"
"Ncor2",1.10511650811579e-93,0.325273544198124,0.778,0.412,2.08966480519615e-89,"16","Ncor2"
"Fam212a2",2.55290637577727e-92,0.292236033299442,0.726,0.327,4.82729066595723e-88,"16","Fam212a"
"Basp14",3.33554678731956e-92,0.537718612334341,1,0.933,6.30718542014255e-88,"16","Basp1"
"Ucp21",5.76024267654232e-92,0.393885032887623,0.802,0.458,1.08920428770739e-87,"16","Ucp2"
"Serpine22",1.88773196727538e-91,0.408356437226975,0.897,0.577,3.56951237692101e-87,"16","Serpine2"
"Fndc3a1",4.49764475401624e-91,0.330589218977439,0.755,0.381,8.50459646536931e-87,"16","Fndc3a"
"Rgs171",1.05050641706598e-90,0.480664890464437,0.696,0.324,1.98640258403006e-86,"16","Rgs17"
"Dnpep",1.37828019648607e-90,0.386004397885905,0.909,0.657,2.6061900235355e-86,"16","Dnpep"
"Pgf1",2.64003240952466e-90,0.258524876632673,0.474,0.156,4.99203728317019e-86,"16","Pgf"
"Fam219b",4.30662156542695e-89,0.313642340468165,0.748,0.402,8.14339071806581e-85,"16","Fam219b"
"Sema4d",6.06910188156625e-89,0.300056317967675,0.738,0.359,1.14760647478536e-84,"16","Sema4d"
"Sec61b1",1.56132082467205e-88,0.383366618287668,0.998,0.996,2.95230154737238e-84,"16","Sec61b"
"Hif1a1",2.45136091557277e-88,0.376047320976914,0.923,0.676,4.63527835525655e-84,"16","Hif1a"
"Selenok1",2.55808751074069e-88,0.405457192713095,0.976,0.898,4.83708767405957e-84,"16","Selenok"
"Junb",1.16267128120905e-87,0.956915144971339,0.82,0.545,2.1984951256382e-83,"16","Junb"
"Pard6g3",1.96943270902342e-87,0.388381022179332,0.879,0.599,3.72400030949239e-83,"16","Pard6g"
"Krtcap22",4.22049011507495e-87,0.359852252146559,0.991,0.932,7.98052475859523e-83,"16","Krtcap2"
"Afap1l23",9.48076319528537e-87,0.319879056194073,0.867,0.51,1.79271751259651e-82,"16","Afap1l2"
"Zdhhc21",3.28762380861298e-86,0.346744447026626,0.726,0.366,6.21656785970629e-82,"16","Zdhhc21"
"1600025M17Rik1",6.96328705854744e-86,0.580691077977474,0.883,0.531,1.31668794990073e-81,"16","1600025M17Rik"
"Ankrd21",1.57384680134393e-85,0.348740847395021,0.638,0.278,2.97598691666123e-81,"16","Ankrd2"
"Serpinb91",1.60452459741672e-85,0.286186057231382,0.745,0.363,3.03399556125527e-81,"16","Serpinb9"
"P4hb1",3.93155607206778e-85,0.336931090436464,0.991,0.941,7.43417937667297e-81,"16","P4hb"
"Ldlr2",4.80265155714634e-85,0.412122895212471,0.844,0.53,9.08133382940802e-81,"16","Ldlr"
"Noct1",6.85507463085521e-85,0.508803400217478,0.851,0.609,1.29622606194841e-80,"16","Noct"
"Peg33",9.5085949605343e-85,0.434899035392077,0.997,0.893,1.79798022108743e-80,"16","Peg3"
"Lpcat31",2.39828927346524e-83,0.273094884871947,0.696,0.344,4.53492518719542e-79,"16","Lpcat3"
"Capzb2",8.72268968310216e-83,0.330275817756314,0.998,0.955,1.64937339217779e-78,"16","Capzb"
"Ldlrap1",2.89916667649892e-82,0.302587892826851,0.795,0.449,5.4820342685918e-78,"16","Ldlrap1"
"Ahnak1",3.86870274902365e-82,0.339739199012618,0.694,0.327,7.31533002812882e-78,"16","Ahnak"
"Stx12",7.81248715315859e-81,0.316153790027154,0.871,0.582,1.47726319579076e-76,"16","Stx12"
"Ercc1",1.36997483961127e-80,0.42106913693055,0.867,0.602,2.59048542422094e-76,"16","Ercc1"
"Ctnnbip13",2.5301463277216e-80,0.390929830979911,0.977,0.803,4.78425369108877e-76,"16","Ctnnbip1"
"Zfp787",3.06259125103656e-80,0.316172681478934,0.816,0.497,5.79105379658503e-76,"16","Zfp787"
"Tceal93",3.22842721246108e-80,0.398003837041188,0.99,0.853,6.10463301604265e-76,"16","Tceal9"
"Igbp1",1.53909510908153e-79,0.316212809938701,0.876,0.606,2.91027494176227e-75,"16","Igbp1"
"Chmp62",3.45083148447058e-79,0.33865145662112,0.92,0.706,6.52517725398543e-75,"16","Chmp6"
"Ptms2",4.33232259993347e-79,0.425821805787114,0.909,0.668,8.1919888042142e-75,"16","Ptms"
"Pbx21",1.27879630614206e-78,0.299625709097482,0.839,0.51,2.41807593528403e-74,"16","Pbx2"
"Sec14l11",2.0397077309642e-78,0.306894361628491,0.822,0.485,3.85688334848021e-74,"16","Sec14l1"
"Pde4dip",3.1102467199587e-78,0.29225601577929,0.766,0.42,5.88116552276991e-74,"16","Pde4dip"
"Hpcal12",3.73537428044033e-77,0.299887946864811,0.872,0.551,7.06321922688463e-73,"16","Hpcal1"
"Xbp1",2.20906720746427e-76,0.320888796669585,0.865,0.595,4.1771251825942e-72,"16","Xbp1"
"Actg12",2.79307682452039e-76,0.527094554331438,1,0.999,5.2814289674856e-72,"16","Actg1"
"Plekha5",1.33985643297064e-75,0.297207047239146,0.678,0.345,2.53353452910418e-71,"16","Plekha5"
"Fos1",2.11910241055437e-75,0.807146287796872,0.811,0.532,4.00701074811726e-71,"16","Fos"
"Il6st",3.26185274743391e-75,0.255793011022452,0.684,0.337,6.16783736012278e-71,"16","Il6st"
"Ctla2a",4.09244031861442e-75,0.364971861930585,0.815,0.498,7.73839539846802e-71,"16","Ctla2a"
"Bcar11",1.09055395124273e-74,0.254813660807002,0.766,0.411,2.06212846640488e-70,"16","Bcar1"
"Mrfap14",2.22395575029236e-74,0.387222687792601,1,0.991,4.20527792822783e-70,"16","Mrfap1"
"H2-K11",2.39767482735994e-74,0.411665810848418,0.621,0.282,4.53376333105492e-70,"16","H2-K1"
"Snai11",3.98155343848996e-74,0.336319457698271,0.804,0.489,7.52871939684067e-70,"16","Snai1"
"Tmsb4x3",1.25999078009106e-73,0.486605287459014,0.998,0.992,2.38251656607418e-69,"16","Tmsb4x"
"Eef2k2",2.1525900633365e-72,0.26392235309311,0.808,0.464,4.07033255076298e-68,"16","Eef2k"
"Serpine1",2.42903572851775e-72,0.287900050846903,0.385,0.127,4.59306365905421e-68,"16","Serpine1"
"Psap1",4.55212294398399e-72,0.344669684222719,0.995,0.946,8.60760927477932e-68,"16","Psap"
"Tbrg12",5.14942975575114e-72,0.356559697407527,1,0.991,9.73705672514984e-68,"16","Tbrg1"
"Ascl24",6.09153243720789e-72,0.338678198571486,0.928,0.52,1.15184786855164e-67,"16","Ascl2"
"Glrx",9.11758399735879e-72,0.306729358156134,0.82,0.515,1.72404395806057e-67,"16","Glrx"
"Arhgap311",1.22739989416427e-71,0.271669665931612,0.701,0.351,2.32089045987523e-67,"16","Arhgap31"
"Braf",1.27532600168111e-71,0.267598448667409,0.722,0.393,2.4115139365788e-67,"16","Braf"
"Eif4ebp15",2.36563934715946e-71,0.395403515835473,1,0.896,4.47318744154382e-67,"16","Eif4ebp1"
"Alad2",3.98110254748108e-71,0.355074195216189,0.923,0.715,7.52786680703198e-67,"16","Alad"
"Actr32",1.28389975594125e-70,0.334851217728516,0.986,0.944,2.42772604850931e-66,"16","Actr3"
"Laptm4a1",1.39706080930002e-70,0.325199916568477,0.97,0.849,2.64170228430541e-66,"16","Laptm4a"
"Sp3os",2.13600213691332e-70,0.269423142292767,0.767,0.44,4.03896644068939e-66,"16","Sp3os"
"Klf21",3.39365969672878e-70,0.89724833828011,0.607,0.327,6.41707112054445e-66,"16","Klf2"
"Dad1",1.24193252483708e-69,0.323551899114572,0.995,0.979,2.34837021121444e-65,"16","Dad1"
"Npc21",2.06523644487191e-69,0.276180841540476,0.972,0.92,3.90515559360829e-65,"16","Npc2"
"Kdelr1",1.63569298287069e-68,0.310328215009213,0.914,0.765,3.0929318613102e-64,"16","Kdelr1"
"Map1lc3a2",3.68586354177559e-68,0.310592928680724,0.932,0.779,6.96959937114346e-64,"16","Map1lc3a"
"Rbpms",8.2708461939353e-68,0.258542117962068,0.797,0.472,1.56393430681123e-63,"16","Rbpms"
"Capn153",9.16298996853162e-68,0.289415920924811,0.853,0.537,1.73262977314964e-63,"16","Capn15"
"Manf",1.73858732185812e-67,0.353855363944991,0.974,0.921,3.28749476690152e-63,"16","Manf"
"Ppic1",1.95388503067501e-67,0.260990136927278,0.769,0.452,3.69460120450338e-63,"16","Ppic"
"Pdia6",8.06744744553735e-67,0.349744692524036,0.965,0.898,1.52547363747666e-62,"16","Pdia6"
"Cited21",9.82451417271743e-67,0.706165463676972,0.958,0.864,1.85771738491914e-62,"16","Cited2"
"Morf4l2",2.93801763500802e-66,0.336784001980655,1,0.984,5.55549754603667e-62,"16","Morf4l2"
"Nav1",6.70167263654555e-66,0.281805638685478,0.698,0.385,1.2672192788444e-61,"16","Nav1"
"Tmem1281",2.14912593429002e-64,0.294092694693104,0.963,0.791,4.06378222914901e-60,"16","Tmem128"
"Luzp1",4.39889291510905e-64,0.302790330779638,0.956,0.789,8.3178666131797e-60,"16","Luzp1"
"Rpp211",6.90947079701525e-64,0.324348951748313,0.932,0.777,1.30651183300761e-59,"16","Rpp21"
"Gadd45g2",2.11324364719504e-63,0.611554368659627,0.892,0.645,3.9959324124811e-59,"16","Gadd45g"
"Baiap22",3.86542206365519e-63,0.27141435182682,0.825,0.516,7.3091265801656e-59,"16","Baiap2"
"Mpc12",6.65063731283782e-63,0.318821637209677,0.962,0.806,1.2575690094845e-58,"16","Mpc1"
"Arhgef63",7.42534651597491e-63,0.343889792361748,0.76,0.385,1.40405877270569e-58,"16","Arhgef6"
"Zfand6",1.43470657316369e-62,0.278424545022198,0.916,0.734,2.71288665919523e-58,"16","Zfand6"
"Abracl2",3.79867389949961e-62,0.303985874103191,0.993,0.943,7.18291247656381e-58,"16","Abracl"
"Selenos1",1.08541409804311e-61,0.322636324951194,0.963,0.857,2.05240951798972e-57,"16","Selenos"
"Pdlim24",1.14387454856979e-61,0.319475946894275,0.9,0.625,2.16295238389062e-57,"16","Pdlim2"
"Dcakd3",9.62815480186276e-61,0.307249968454271,0.932,0.833,1.82058779148423e-56,"16","Dcakd"
"Eci2",9.98952388270835e-61,0.272875765072951,0.85,0.588,1.88891907098132e-56,"16","Eci2"
"H3f3b2",1.17942647622847e-60,0.345894704124977,1,0.997,2.23017752390042e-56,"16","H3f3b"
"Cope",4.9482202808584e-60,0.322945282866842,0.941,0.815,9.35658972907515e-56,"16","Cope"
"Gng122",7.17467201928199e-59,0.312194256090758,0.997,0.937,1.35665873212603e-54,"16","Gng12"
"Mt24",7.28524157673466e-59,0.555957925665064,0.998,0.868,1.37756632974476e-54,"16","Mt2"
"Gapdh3",3.47928910939697e-58,0.291325505188566,1,0.999,6.57898777695873e-54,"16","Gapdh"
"Klf132",7.41015093644963e-58,0.334456664576407,0.893,0.671,1.40118544057326e-53,"16","Klf13"
"Fn12",2.10655415483671e-57,0.286941108695315,0.797,0.439,3.98328325138073e-53,"16","Fn1"
"Rps4x2",2.74999973613695e-57,0.303730608599919,1,0.999,5.19997450106136e-53,"16","Rps4x"
"Arpc41",2.80532018113327e-57,0.278670054675223,0.988,0.97,5.3045799305049e-53,"16","Arpc4"
"Tinagl12",6.59276249948723e-57,0.911806852342871,0.764,0.557,1.24662546102804e-52,"16","Tinagl1"
"Actb",5.4244326643615e-56,0.290527598356461,1,0.999,1.02570597250412e-51,"16","Actb"
"Rpn21",1.03319165041758e-55,0.294545216107732,0.944,0.855,1.95366209177461e-51,"16","Rpn2"
"Ostc2",1.24392948394325e-55,0.311597047967704,0.981,0.924,2.35214626118829e-51,"16","Ostc"
"Pold4",2.71804596864521e-55,0.25124845868599,0.664,0.352,5.13955312211123e-51,"16","Pold4"
"Ralb",6.96374472135543e-55,0.254915361403164,0.858,0.643,1.3167744893611e-50,"16","Ralb"
"Ceacam93",6.49442204229664e-54,0.838688495314764,0.517,0.267,1.22803026397787e-49,"16","Ceacam9"
"Atpif1",1.31307651245051e-53,0.252908210569405,1,0.992,2.48289637739267e-49,"16","Atpif1"
"Tmem258",6.12862086762258e-52,0.265943972971324,0.997,0.969,1.15886091985875e-47,"16","Tmem258"
"Pkm3",2.15144785339811e-51,0.323462207339358,1,0.982,4.06817274599049e-47,"16","Pkm"
"Dnajc31",2.44658803050231e-51,0.256408051940835,0.888,0.711,4.62625330687683e-47,"16","Dnajc3"
"Avpi12",2.67936501477206e-51,0.284054812522114,0.886,0.671,5.0664113064325e-47,"16","Avpi1"
"Slc3a21",6.61441583455034e-51,0.291766795180409,0.955,0.816,1.25071989015512e-46,"16","Slc3a2"
"Pfn14",6.93048899945685e-51,0.279901630263727,1,0.998,1.3104861649073e-46,"16","Pfn1"
"Klhl133",1.25456489348408e-50,0.307777315211495,0.963,0.788,2.37225675708905e-46,"16","Klhl13"
"Kdelr21",1.61304008896026e-50,0.2655422498892,0.965,0.909,3.05009750421495e-46,"16","Kdelr2"
"Ctsd2",5.42104551447263e-50,0.305010497485395,0.99,0.906,1.02506549633163e-45,"16","Ctsd"
"H195",4.34102304900353e-49,0.312893679459504,1,0.99,8.20844048336078e-45,"16","H19"
"Sox43",5.34048792909283e-49,0.321252926322509,0.743,0.456,1.00983286251216e-44,"16","Sox4"
"Selenof1",2.02130221845732e-48,0.258362176136147,0.969,0.93,3.82208036488094e-44,"16","Selenof"
"Tpst2",5.80391842250908e-48,0.250174388975518,0.867,0.638,1.09746293451224e-43,"16","Tpst2"
"Mapk132",9.78677379419107e-48,0.25443393984839,0.776,0.518,1.85058105674359e-43,"16","Mapk13"
"B2m2",3.52198715039552e-47,0.447371042557548,0.815,0.567,6.65972550268288e-43,"16","B2m"
"Aamp2",2.82866082745741e-46,0.263482161051738,0.986,0.908,5.34871475863921e-42,"16","Aamp"
"Cmas",4.13906336533884e-46,0.256891693179151,0.815,0.605,7.8265549175192e-42,"16","Cmas"
"Cxcl2",2.99880402427417e-45,0.313296387225901,0.281,0.095,5.67043852950002e-41,"16","Cxcl2"
"Actr22",2.12894753676524e-44,0.250235161390938,0.955,0.846,4.02562689726939e-40,"16","Actr2"
"Ezr3",1.41094108935522e-43,0.3031192742197,0.967,0.87,2.66794850586178e-39,"16","Ezr"
"Tln1",4.44178825787071e-43,0.284816720721292,0.963,0.841,8.39897741680772e-39,"16","Tln1"
"Psip1",3.09912264809069e-42,0.257566525470458,0.981,0.888,5.86013101527469e-38,"16","Psip1"
"Glud11",3.06416663225891e-40,0.295571588232788,0.872,0.728,5.79403268493837e-36,"16","Glud1"
