"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Id2",0,1.97070516417292,0.899,0.335,0,"1","Id2"
"Fabp3",0,1.56333182656849,0.992,0.408,0,"1","Fabp3"
"Id1",0,1.34737137534936,0.849,0.162,0,"1","Id1"
"Bex1",0,1.25644091335112,1,0.79,0,"1","Bex1"
"Bex3",0,1.23856054486945,0.999,0.909,0,"1","Bex3"
"Tceal9",0,1.02061416164588,0.999,0.85,0,"1","Tceal9"
"Ddah1",0,0.960144615084996,0.731,0.059,0,"1","Ddah1"
"Id3",0,0.951047556144762,0.785,0.182,0,"1","Id3"
"Slc2a3",0,0.934661470582372,0.777,0.042,0,"1","Slc2a3"
"Cldn6",0,0.934511514446061,0.897,0.072,0,"1","Cldn6"
"Fbxo21",0,0.798824593464828,0.896,0.402,0,"1","Fbxo21"
"Apoe",0,0.787644452311,0.721,0.213,0,"1","Apoe"
"Hdgf",0,0.765189844520326,0.998,0.92,0,"1","Hdgf"
"Dnmt3b",0,0.751873807608115,0.884,0.394,0,"1","Dnmt3b"
"Wnt6",0,0.738066853564988,0.754,0.008,0,"1","Wnt6"
"Eif1ax",0,0.725599357075368,0.928,0.425,0,"1","Eif1ax"
"Tomm20",0,0.719196621820679,1,0.993,0,"1","Tomm20"
"Slc16a3",0,0.716572271114103,0.861,0.218,0,"1","Slc16a3"
"Pcbp4",0,0.698463175370201,0.851,0.221,0,"1","Pcbp4"
"Rpl22",0,0.693083699370538,1,0.985,0,"1","Rpl22"
"Apoc1",0,0.692000481824045,0.884,0.33,0,"1","Apoc1"
"Pou3f1",0,0.666330230416367,0.622,0.074,0,"1","Pou3f1"
"Nop10",0,0.66379562948446,1,0.961,0,"1","Nop10"
"Lin28a",0,0.625643769935741,0.785,0.046,0,"1","Lin28a"
"Sdc4",0,0.62417877500128,0.788,0.145,0,"1","Sdc4"
"Sall4",0,0.620549285628362,0.849,0.269,0,"1","Sall4"
"Efna3",0,0.60926457874431,0.619,0.012,0,"1","Efna3"
"Cdh1",0,0.605187839225162,0.909,0.295,0,"1","Cdh1"
"Wnt7b",0,0.588103433349225,0.673,0.071,0,"1","Wnt7b"
"Hmgb3",0,0.554880846197437,0.752,0.138,0,"1","Hmgb3"
"Myef2",0,0.530110379926338,0.769,0.161,0,"1","Myef2"
"Pdgfa",0,0.509144803044212,0.782,0.173,0,"1","Pdgfa"
"Ctdsp2",0,0.501768736287044,0.804,0.277,0,"1","Ctdsp2"
"Car4",0,0.488124154410952,0.798,0.206,0,"1","Car4"
"Pcsk1n",0,0.459133656334327,0.682,0.139,0,"1","Pcsk1n"
"Kcnk1",0,0.424898851101848,0.727,0.197,0,"1","Kcnk1"
"Cldn3",0,0.419387882638791,0.74,0.182,0,"1","Cldn3"
"Zfp462",0,0.418293269866873,0.647,0.07,0,"1","Zfp462"
"Bex4",0,0.407970712815908,0.552,0.1,0,"1","Bex4"
"Dnmt3l",0,0.403952932750096,0.587,0.008,0,"1","Dnmt3l"
"Ak4",0,0.38922414548462,0.637,0.097,0,"1","Ak4"
"Efna4",0,0.381849368123024,0.546,0.025,0,"1","Efna4"
"Cldn4",0,0.374482888339808,0.667,0.123,0,"1","Cldn4"
"Rpp25",0,0.372843847157201,0.62,0.078,0,"1","Rpp25"
"Rbpms2",0,0.371459674701545,0.689,0.161,0,"1","Rbpms2"
"Htra1",0,0.34124683190541,0.456,0.04,0,"1","Htra1"
"Bend4",0,0.339741454736275,0.604,0.138,0,"1","Bend4"
"Smco4",0,0.333110883458796,0.609,0.113,0,"1","Smco4"
"Mpped2",0,0.326133630506464,0.429,0.034,0,"1","Mpped2"
"Cgn",0,0.308151959053626,0.584,0.097,0,"1","Cgn"
"Erf",0,0.283098611216663,0.571,0.1,0,"1","Erf"
"Bmp8b",0,0.281663813418113,0.51,0.068,0,"1","Bmp8b"
"Irx4",0,0.281357842041821,0.466,0.038,0,"1","Irx4"
"Mgarp",0,0.279591339091996,0.53,0.087,0,"1","Mgarp"
"Ak1",0,0.277521397861627,0.408,0.004,0,"1","Ak1"
"Eva1b",0,0.274583151106085,0.493,0.07,0,"1","Eva1b"
"Slc24a5",0,0.271982991453424,0.38,0.045,0,"1","Slc24a5"
"Fhl1",0,0.265209092841543,0.465,0.029,0,"1","Fhl1"
"Rgs19",0,0.254012685911805,0.482,0.063,0,"1","Rgs19"
"Cdkn2a",7.99663063530512e-304,0.525694633425557,0.83,0.316,1.51208288682985e-299,"1","Cdkn2a"
"Gm1673",4.17501373128192e-301,0.787394702666536,0.632,0.172,7.89453346448098e-297,"1","Gm1673"
"Tmem54",1.22320012059449e-298,0.531508256206145,0.858,0.308,2.31294910803212e-294,"1","Tmem54"
"Dut",1.35638901029456e-295,0.704891565608811,0.996,0.888,2.56479597956599e-291,"1","Dut"
"Ybx1",1.09788693094203e-294,0.681657068508682,1,0.975,2.07599439771829e-290,"1","Ybx1"
"Rangrf",1.09857348279763e-294,0.718990889924904,0.976,0.666,2.07729259862204e-290,"1","Rangrf"
"Rpl13a",1.07574814299692e-293,0.571125860774691,1,0.991,2.03413216359287e-289,"1","Rpl13a"
"Sumo2",4.62925252249376e-293,0.59540573539038,1,0.989,8.75345359478344e-289,"1","Sumo2"
"Cks1b",1.20593239666974e-291,0.677948439747123,0.999,0.941,2.28029756886281e-287,"1","Cks1b"
"Mrpl42",1.60422514552103e-289,0.669160111013022,0.995,0.929,3.03342932766571e-285,"1","Mrpl42"
"Hmga2",7.93171790492766e-289,0.507504065969567,0.769,0.256,1.49980853864277e-284,"1","Hmga2"
"Nudt4",9.38497377917016e-289,0.581011731581978,0.905,0.439,1.77460469190329e-284,"1","Nudt4"
"Gng2",4.15617173685645e-287,0.60944165066021,0.879,0.413,7.85890513722185e-283,"1","Gng2"
"Bspry",4.26733063005828e-286,0.348589967058058,0.695,0.191,8.06909548837719e-282,"1","Bspry"
"Ncoa3",4.74811860014872e-284,0.304686886083955,0.546,0.116,8.97821746102121e-280,"1","Ncoa3"
"Gsto1",9.55230285019623e-284,1.23439399202912,0.897,0.538,1.80624494594361e-279,"1","Gsto1"
"Anp32a",9.33868559199252e-283,0.587686679394808,0.892,0.431,1.76585205858987e-278,"1","Anp32a"
"Pabpc1",7.85838667534388e-282,0.615853456653291,1,0.983,1.48594233644077e-277,"1","Pabpc1"
"Dctpp1",1.47940031106593e-281,0.661186956296333,0.998,0.877,2.79739804819457e-277,"1","Dctpp1"
"Ppp1cc",1.53620501644411e-280,0.69227499926486,0.989,0.866,2.90481006559417e-276,"1","Ppp1cc"
"Hmgn1",2.13849404621554e-280,0.742887121685126,1,0.933,4.04367839198897e-276,"1","Hmgn1"
"Scd2",1.78183126421616e-270,0.567626454836989,0.883,0.387,3.36926473750634e-266,"1","Scd2"
"Ddah2",7.61147734371249e-263,0.344668097252581,0.679,0.183,1.43925425092259e-258,"1","Ddah2"
"Rnf149",1.71267381786485e-261,0.316825165570144,0.603,0.159,3.23849492220064e-257,"1","Rnf149"
"Rpl36a",4.5548615928304e-261,0.395065212858107,1,0.999,8.61278778588301e-257,"1","Rpl36a"
"Polr1d",3.22802816360685e-257,0.536363634804875,1,0.986,6.10387845456419e-253,"1","Polr1d"
"Sh3bp1",5.18861728423618e-256,0.394966398751426,0.751,0.267,9.81115642276219e-252,"1","Sh3bp1"
"Npm1",9.17278171268779e-251,0.583779608129798,1,0.997,1.73448129405213e-246,"1","Npm1"
"Ppp2r5a",7.98402441262817e-249,0.25242287753863,0.531,0.123,1.50969917618386e-244,"1","Ppp2r5a"
"Rplp1",5.55800454909546e-245,0.427207216590604,1,1,1.05096308018846e-240,"1","Rplp1"
"Rplp0",9.93188679059632e-244,0.450580021660837,1,1,1.87802047323386e-239,"1","Rplp0"
"Egfl7",1.54505545523072e-243,0.390978865860562,0.776,0.278,2.92154536029577e-239,"1","Egfl7"
"Pgam1",1.07240387501696e-241,0.566697413815585,0.998,0.953,2.02780848726957e-237,"1","Pgam1"
"Hnrnpab",1.19481007022863e-241,0.525160559747545,0.999,0.958,2.25926636179532e-237,"1","Hnrnpab"
"Sord",2.53545348842793e-241,0.307698652837067,0.553,0.144,4.79428900126838e-237,"1","Sord"
"Timm8a1",1.96328294473988e-240,0.622539748964724,0.989,0.803,3.71237172020864e-236,"1","Timm8a1"
"Dnajc21",2.29976331464951e-240,0.495321066617078,0.858,0.431,4.34862245167076e-236,"1","Dnajc21"
"Gldc",2.8071552207281e-239,0.263380658275686,0.517,0.12,5.30804980687476e-235,"1","Gldc"
"Zmynd19",6.36801900595334e-238,0.480847916786734,0.854,0.408,1.20412871383572e-233,"1","Zmynd19"
"Hras",1.23936967105602e-235,0.574053394860228,0.955,0.632,2.34352411099983e-231,"1","Hras"
"Srm",5.69762767668536e-234,0.718092598281724,0.981,0.762,1.07736441738443e-229,"1","Srm"
"Rpl12",1.49474811881779e-233,0.367309832779285,1,0.999,2.82641921787256e-229,"1","Rpl12"
"Clcn5",1.01329934252855e-232,0.285796786832821,0.534,0.133,1.91604772678723e-228,"1","Clcn5"
"Sumo1",6.44857901606934e-232,0.628316177193472,0.977,0.868,1.21936180614855e-227,"1","Sumo1"
"Nudt19",7.86657385729372e-231,0.495369136371793,0.87,0.447,1.48749045067567e-226,"1","Nudt19"
"Nap1l1",9.2304930407966e-229,0.487041715529191,1,0.97,1.74539392908423e-224,"1","Nap1l1"
"Pclaf",1.15286776736077e-227,0.571432288551591,0.84,0.386,2.17995766130249e-223,"1","Pclaf"
"H2afz",5.15991759347611e-227,0.478051729077584,1,0.98,9.75688817750397e-223,"1","H2afz"
"Bri3",8.01561425271735e-227,0.576910183736666,0.962,0.685,1.51567249904632e-222,"1","Bri3"
"Emc6",6.59695697517806e-225,0.540274267890106,0.992,0.903,1.24741859443642e-220,"1","Emc6"
"Parp1",1.14860743746178e-221,0.448003766506113,0.871,0.424,2.17190180349647e-217,"1","Parp1"
"Hmga1-rs1",1.7035274474895e-221,0.381786513744702,0.735,0.277,3.2212000504579e-217,"1","Hmga1-rs1"
"Cdk4",8.08599563680278e-221,0.507785319962279,0.993,0.932,1.52898091496304e-216,"1","Cdk4"
"Zfp106",4.42656536298347e-218,0.534653131507799,0.943,0.694,8.37019244486544e-214,"1","Zfp106"
"Cmtm7",4.18858490128085e-216,0.438181440083009,0.874,0.427,7.92019518983195e-212,"1","Cmtm7"
"Rps2",1.28550838036869e-215,0.367442227251232,1,1,2.43076779643915e-211,"1","Rps2"
"Srsf2",5.27054623235292e-215,0.545013642036646,0.996,0.934,9.96607587075613e-211,"1","Srsf2"
"Pgk1",1.91077640179357e-213,0.631871518993862,0.994,0.939,3.61308709815146e-209,"1","Pgk1"
"Ssbp3",7.55230280617052e-212,0.384815340020249,0.762,0.313,1.42806493761878e-207,"1","Ssbp3"
"2810004N23Rik",1.26655920971384e-210,0.518003971039389,0.988,0.851,2.3949368096479e-206,"1","2810004N23Rik"
"Mif",1.27256302792191e-209,0.443643428011772,1,0.994,2.40628942949754e-205,"1","Mif"
"Psmb10",3.7994498951697e-209,0.413245714229915,0.842,0.397,7.18437980677638e-205,"1","Psmb10"
"Mybl2",1.0744668613806e-206,0.482669765220344,0.943,0.559,2.03170938818457e-202,"1","Mybl2"
"Zfp428",1.30288772608262e-206,0.399753247790931,0.716,0.285,2.46363040124963e-202,"1","Zfp428"
"Fem1b",5.9853780958577e-206,0.511975925054339,0.916,0.612,1.13177514414573e-201,"1","Fem1b"
"H3f3a",1.22237967728898e-204,0.468507509245188,0.998,0.971,2.31139773178573e-200,"1","H3f3a"
"Rac3",1.52140034843136e-203,0.294686839099412,0.626,0.197,2.87681591884885e-199,"1","Rac3"
"Dpy30",1.88578365748761e-198,0.467853794140502,0.985,0.889,3.56582831794333e-194,"1","Dpy30"
"S100a10",1.34621087688485e-197,0.321962586330206,0.938,0.448,2.54555014710157e-193,"1","S100a10"
"Rpl27a",2.77533866347421e-195,0.274671200654804,1,1,5.24788787876339e-191,"1","Rpl27a"
"Rps6ka6",3.818815885607e-195,0.357046353069531,0.686,0.259,7.22099895809427e-191,"1","Rps6ka6"
"Bnip3",1.02391662992617e-194,0.432295475049261,0.763,0.348,1.9361239555274e-190,"1","Bnip3"
"Ckb",3.98499847766693e-194,0.5297089238241,0.853,0.411,7.53523362142039e-190,"1","Ckb"
"Tlcd1",2.37737587781212e-193,0.316987293892022,0.658,0.238,4.49538004735493e-189,"1","Tlcd1"
"Rps16",4.47906710170135e-193,0.266500258732438,1,1,8.46946798260708e-189,"1","Rps16"
"Rpl39",1.86705968623507e-192,0.320406562965539,1,1,3.53042316070189e-188,"1","Rpl39"
"Tspan4",2.83041239715998e-192,0.374895252397309,0.765,0.313,5.35202680178981e-188,"1","Tspan4"
"Ube2s",6.15737130656317e-190,0.466239812414974,0.998,0.967,1.16429734035803e-185,"1","Ube2s"
"Pdk1",1.31340694374778e-189,0.287887575402892,0.638,0.226,2.48352118993267e-185,"1","Pdk1"
"Gatad1",2.82699325107461e-189,0.459223129991812,0.907,0.561,5.34556153845699e-185,"1","Gatad1"
"Akap17b",4.76016598026941e-189,0.30816531376931,0.534,0.159,9.00099785209143e-185,"1","Akap17b"
"Dag1",2.18753303516537e-188,0.362105238045265,0.88,0.466,4.1364062161942e-184,"1","Dag1"
"Phf5a",5.56735191036987e-188,0.447092398692864,0.994,0.938,1.05273057273184e-183,"1","Phf5a"
"Snrpe",1.410872207704e-187,0.405126648907532,1,0.988,2.6678182575475e-183,"1","Snrpe"
"Odc1",2.49502033532686e-187,0.54104500757612,0.999,0.906,4.71783395206955e-183,"1","Odc1"
"Cenpf",2.9264820834193e-187,0.540309867733944,0.961,0.623,5.53368497153755e-183,"1","Cenpf"
"Arglu1",3.57868591727685e-186,0.497622627863479,0.972,0.774,6.7669372009788e-182,"1","Arglu1"
"Tmem167",1.49681526804652e-181,0.404423518583281,0.998,0.972,2.83032799034917e-177,"1","Tmem167"
"Tuba4a",7.29839221229868e-181,0.264751064941674,0.562,0.174,1.38005298342356e-176,"1","Tuba4a"
"Sigmar1",1.20873161808487e-180,0.395929307775206,0.786,0.396,2.28559061663669e-176,"1","Sigmar1"
"Snu13",2.17815120058403e-180,0.400812339307462,0.998,0.983,4.11866610518434e-176,"1","Snu13"
"Rbm38",5.48667892945663e-180,0.468116543802182,0.931,0.578,1.03747611877095e-175,"1","Rbm38"
"Paics",2.76592801041865e-179,0.457220755049278,0.93,0.662,5.23009327490063e-175,"1","Paics"
"Utf1",4.21870897359448e-179,0.543333448356529,0.983,0.683,7.9771567981698e-175,"1","Utf1"
"Ptprf",1.07219374223588e-178,0.443442529757543,0.888,0.47,2.02741114719383e-174,"1","Ptprf"
"Rps26",1.215750363139e-178,0.367345576684987,1,1,2.29886236165954e-174,"1","Rps26"
"Cebpz",8.98374404830775e-178,0.450157091757551,0.969,0.791,1.69873616209451e-173,"1","Cebpz"
"Mdk",1.10091083351098e-177,0.409490510655463,0.917,0.432,2.08171229508592e-173,"1","Mdk"
"Mrpl36",5.9284078580924e-176,0.461808639015473,0.964,0.825,1.12100264188669e-171,"1","Mrpl36"
"Denr",6.60363585406776e-175,0.42466312704411,0.995,0.927,1.24868150364567e-170,"1","Denr"
"Hmgn2",1.56539126936381e-174,0.430955223407606,0.995,0.946,2.95999835124002e-170,"1","Hmgn2"
"Ppp5c",2.69014264068868e-174,0.362559015132599,0.769,0.352,5.08679071927822e-170,"1","Ppp5c"
"Tipin",2.69543157107049e-174,0.473709765044275,0.975,0.834,5.09679155773719e-170,"1","Tipin"
"Mt1",2.19297523547539e-172,0.735789098030869,1,0.808,4.14669687276041e-168,"1","Mt1"
"Aldoa",3.79054848533447e-172,0.557148081857879,0.996,0.971,7.16754813091895e-168,"1","Aldoa"
"Ppil1",7.26698647507566e-172,0.450079568854817,0.964,0.777,1.37411447257206e-167,"1","Ppil1"
"1810022K09Rik",2.75441116734761e-171,0.480634921376773,0.964,0.806,5.20831607633759e-167,"1","1810022K09Rik"
"Chchd4",4.05103896676915e-171,0.480359445248095,0.985,0.826,7.66010958226378e-167,"1","Chchd4"
"Rps12",9.89973038484273e-170,0.293067280957915,1,1,1.87194001846991e-165,"1","Rps12"
"1110008F13Rik",1.13799568259601e-168,0.436542670204155,0.987,0.925,2.1518360362208e-164,"1","1110008F13Rik"
"Tead2",1.36869345590092e-168,0.423752599716047,0.905,0.509,2.58806245576305e-164,"1","Tead2"
"Tmem189",2.23946139696357e-168,0.347210917024421,0.782,0.38,4.23459755551841e-164,"1","Tmem189"
"Set",1.07841814139508e-167,0.414600029326799,1,0.977,2.03918086356396e-163,"1","Set"
"Lbr",2.10182144481481e-165,0.393472479721184,0.789,0.414,3.97433417000032e-161,"1","Lbr"
"Mrpl18",1.56431579690206e-164,0.437232029006589,0.993,0.941,2.95796474036211e-160,"1","Mrpl18"
"Gcsh",8.70723723754202e-164,0.441279735234564,0.954,0.75,1.64645148924682e-159,"1","Gcsh"
"Cdc34",1.82705722130644e-163,0.44387659915673,0.992,0.925,3.45478249976835e-159,"1","Cdc34"
"Rnf7",1.84616580340133e-163,0.408423761989563,0.986,0.929,3.49091491765157e-159,"1","Rnf7"
"Nhp2",5.81329793285162e-163,0.435490454814709,0.999,0.964,1.09923650612291e-158,"1","Nhp2"
"Cnn3",2.87019760300787e-160,0.333585922437759,0.765,0.365,5.42725664752759e-156,"1","Cnn3"
"Dek",6.54371467879139e-160,0.443391554422049,0.986,0.88,1.23735100861266e-155,"1","Dek"
"Cldn7",2.29550765008155e-159,0.379936966232791,0.874,0.409,4.34057541553921e-155,"1","Cldn7"
"Prdx6",2.41278549438419e-159,0.44217219138487,0.977,0.849,4.56233609133107e-155,"1","Prdx6"
"Trim71",3.53421141274244e-159,0.361216991512539,0.753,0.37,6.68284036035467e-155,"1","Trim71"
"Cebpb",9.72489249438933e-159,0.626867128356279,0.739,0.346,1.83887992176408e-154,"1","Cebpb"
"Yrdc",5.7294103639728e-158,0.438671921466452,0.963,0.689,1.08337420572362e-153,"1","Yrdc"
"Mrps24",1.49771930426765e-157,0.416599866810093,0.98,0.917,2.8320374324397e-153,"1","Mrps24"
"Lmo4",1.47115790536321e-156,0.394365530481024,0.687,0.306,2.7818124832513e-152,"1","Lmo4"
"Mak16",2.49521456807575e-155,0.423635927004364,0.964,0.782,4.71820122677444e-151,"1","Mak16"
"Hells",9.62079554352641e-155,0.469238028698653,0.924,0.636,1.81919622932541e-150,"1","Hells"
"Lsm3",8.60160440218374e-154,0.401651353197925,0.995,0.922,1.62647737640892e-149,"1","Lsm3"
"Ctage5",1.27375299414499e-153,0.328679088699981,0.734,0.354,2.40853953662876e-149,"1","Ctage5"
"Btf3",1.49015168949901e-153,0.314006875221166,1,0.996,2.81772782967367e-149,"1","Btf3"
"Tpr",3.88502698666394e-153,0.45702967824735,0.977,0.895,7.34619752908284e-149,"1","Tpr"
"Tcf7l1",8.50642480446978e-153,0.268404124255513,0.687,0.264,1.60847986627719e-148,"1","Tcf7l1"
"Mrpl51",8.27806789404259e-152,0.386523389214523,0.992,0.937,1.56529985808451e-147,"1","Mrpl51"
"Ung",1.39864939619888e-151,0.394430413780004,0.884,0.525,2.64470614327246e-147,"1","Ung"
"Fkbp3",1.46285850542625e-150,0.477813057656181,0.991,0.892,2.7661191479105e-146,"1","Fkbp3"
"Grb10",4.09246124311349e-150,0.292810247244037,0.689,0.299,7.7384349646033e-146,"1","Grb10"
"Guk1",1.91168458029579e-149,0.398671580848383,0.917,0.684,3.6148043728813e-145,"1","Guk1"
"Nudcd2",2.00117286330402e-149,0.399445892533164,0.961,0.827,3.78401776722158e-145,"1","Nudcd2"
"Rpl37",1.01305038509472e-148,0.257058177875371,1,1,1.91557697317561e-144,"1","Rpl37"
"Celf1",9.51848519114437e-148,0.404415529323088,0.954,0.745,1.79985036479349e-143,"1","Celf1"
"Snrpf",1.68183552626179e-147,0.329413452494206,1,0.991,3.18018279660842e-143,"1","Snrpf"
"Acer2",5.34541570363507e-147,0.349484804081766,0.773,0.408,1.01076465540036e-142,"1","Acer2"
"Rps20",5.98533490899875e-147,0.253825250326429,1,1,1.13176697794257e-142,"1","Rps20"
"Tnrc6c",1.50135734686819e-145,0.279153941694504,0.632,0.257,2.83891660719305e-141,"1","Tnrc6c"
"Shmt1",7.42038108071507e-145,0.323739023410573,0.751,0.362,1.40311985855241e-140,"1","Shmt1"
"AU015836",7.54528487166174e-145,0.280139315318412,0.66,0.257,1.42673791638252e-140,"1","AU015836"
"Hnrnpa1",2.2261766465439e-144,0.363316788409522,1,0.968,4.20947742094985e-140,"1","Hnrnpa1"
"Bola2",1.34850616941042e-143,0.373660414550705,0.999,0.938,2.54989031573816e-139,"1","Bola2"
"Fpgs",1.83535674191903e-143,0.265178340965601,0.605,0.244,3.4704760632947e-139,"1","Fpgs"
"Etf1",4.65394616529546e-143,0.373720428764992,0.979,0.9,8.80014680395719e-139,"1","Etf1"
"Slc9a3r1",1.22825781644519e-142,0.37943498995888,0.885,0.509,2.3225127051162e-138,"1","Slc9a3r1"
"Aes",2.93750189760618e-141,0.270149315086036,0.638,0.247,5.55452233818353e-137,"1","Aes"
"Pmm1",4.85428492599533e-140,0.345371272269655,0.847,0.503,9.17896736656458e-136,"1","Pmm1"
"Lmnb1",6.9440928873124e-140,0.394190881271853,0.979,0.799,1.3130585240619e-135,"1","Lmnb1"
"Nedd4",1.80901965469056e-138,0.382917872601843,0.934,0.672,3.42067526505438e-134,"1","Nedd4"
"Pfkl",2.17683865888844e-138,0.310190841402452,0.684,0.32,4.11618422009215e-134,"1","Pfkl"
"Igf2bp1",3.43362847028168e-138,0.391414412530766,0.977,0.804,6.49264807445564e-134,"1","Igf2bp1"
"Ldha",4.68425172487154e-138,0.513473970340971,0.999,0.981,8.85745158655959e-134,"1","Ldha"
"Pin1",8.9212097720517e-138,0.376022353808242,0.998,0.938,1.68691155579726e-133,"1","Pin1"
"Rnf187",1.45663512953521e-137,0.383735767717864,0.93,0.691,2.75435136643813e-133,"1","Rnf187"
"Cdv3",2.36210336731581e-137,0.436794135073585,0.995,0.943,4.46650125725746e-133,"1","Cdv3"
"Rpl36",5.69649719014275e-137,0.270055751436959,1,0.999,1.07715065368409e-132,"1","Rpl36"
"Nudt21",2.7577105982761e-136,0.39640152746595,0.977,0.913,5.21455497028028e-132,"1","Nudt21"
"G3bp2",5.96472059310486e-136,0.400532232515368,0.931,0.746,1.1278690169502e-131,"1","G3bp2"
"Arpc5l",7.73614173697404e-136,0.366888841149716,0.97,0.882,1.46282704104442e-131,"1","Arpc5l"
"Rif1",1.07550835632415e-134,0.337345363919756,0.816,0.463,2.03367875097334e-130,"1","Rif1"
"Morc4",3.29323489542707e-134,0.575750494960551,0.682,0.343,6.22717786376304e-130,"1","Morc4"
"Oaz1",6.95679594005529e-134,0.271942857143691,1,0.997,1.31546054430505e-129,"1","Oaz1"
"Nt5dc2",8.95038468565393e-134,0.345382220495515,0.794,0.436,1.6924282402103e-129,"1","Nt5dc2"
"Snhg6",1.30991528176835e-133,0.376304719706292,0.968,0.843,2.47691880629577e-129,"1","Snhg6"
"Tpi1",7.82615303144724e-133,0.39670021397781,0.995,0.959,1.47984727671636e-128,"1","Tpi1"
"Epcam",2.17503890287567e-132,0.435949456109497,0.954,0.765,4.1127810614476e-128,"1","Epcam"
"Mlf2",9.24001846470769e-132,0.363232810586249,0.969,0.886,1.74719509149158e-127,"1","Mlf2"
"Fbxw2",1.54494191628032e-131,0.348796846339262,0.834,0.544,2.92133066949446e-127,"1","Fbxw2"
"Tmpo",7.87446680690557e-131,0.35430637880456,0.917,0.637,1.48898292851777e-126,"1","Tmpo"
"Park7",8.85051061560894e-131,0.397693935209926,0.961,0.859,1.67354305230549e-126,"1","Park7"
"Chd4",1.30502402583685e-130,0.389102428495086,0.979,0.81,2.46766993045491e-126,"1","Chd4"
"Bri3bp",1.7834609710613e-130,0.369008478254471,0.902,0.634,3.37234635017982e-126,"1","Bri3bp"
"Prelid1",2.10045229564471e-130,0.335801040642692,1,0.973,3.97174524583458e-126,"1","Prelid1"
"Ube2d2a",6.02876411408555e-130,0.34911028601101,0.983,0.926,1.13997900633244e-125,"1","Ube2d2a"
"Cisd1",1.37347772579902e-129,0.360959807347894,0.991,0.907,2.59710903171337e-125,"1","Cisd1"
"Ran",7.80041587298647e-129,0.371582981367721,1,0.991,1.47498063742301e-124,"1","Ran"
"Dkc1",2.14383644956508e-128,0.299704679732839,0.757,0.377,4.05378034248262e-124,"1","Dkc1"
"Rpl8",1.67819514382243e-127,0.261358444021911,1,1,3.17329919745384e-123,"1","Rpl8"
"Fundc2",2.33907982623809e-127,0.272505486092111,0.645,0.29,4.4229660434336e-123,"1","Fundc2"
"Eif4g2",4.17414946500763e-127,0.353472322881729,0.995,0.966,7.89289922338292e-123,"1","Eif4g2"
"Rbm26",2.63661013374287e-126,0.309441075122944,0.776,0.44,4.9855661018944e-122,"1","Rbm26"
"Ptges3",2.24380691499082e-125,0.346081381346891,0.992,0.959,4.24281449555615e-121,"1","Ptges3"
"Tmem97",5.04679499772118e-125,0.375505711509659,0.858,0.582,9.54298466119097e-121,"1","Tmem97"
"Chd1",5.88645953063316e-125,0.376676190342016,0.93,0.737,1.11307063264742e-120,"1","Chd1"
"Taf1d",6.19171193581796e-125,0.371406424938162,0.976,0.84,1.17079080994382e-120,"1","Taf1d"
"Sfr1",1.38406599988622e-124,0.395447381811703,0.934,0.802,2.61713039918486e-120,"1","Sfr1"
"Fam162a",1.71822714607825e-124,0.403605002690369,0.938,0.763,3.24899571051937e-120,"1","Fam162a"
"Dnajc2",1.37821311034403e-122,0.376156791107433,0.994,0.901,2.60606317034953e-118,"1","Dnajc2"
"Tomm5",5.06644899007012e-122,0.281712140708762,0.999,0.97,9.5801483953236e-118,"1","Tomm5"
"U2surp",8.78333883513416e-122,0.357954202739056,0.973,0.84,1.66084154033552e-117,"1","U2surp"
"Srsf9",4.97369838224108e-121,0.374475898973192,0.938,0.748,9.40476627097966e-117,"1","Srsf9"
"Pmf1",7.00090754771566e-121,0.348242993259978,0.888,0.624,1.32380160819755e-116,"1","Pmf1"
"Mtdh",9.34044887384253e-121,0.361194584532716,0.991,0.905,1.76618547755488e-116,"1","Mtdh"
"Lamtor5",5.24694576530871e-120,0.353147032103235,0.968,0.853,9.92144974762224e-116,"1","Lamtor5"
"Raly",5.30029559755809e-120,0.346140938895102,0.985,0.924,1.00223289454226e-115,"1","Raly"
"Tmem183a",5.95796829990771e-120,0.337048682341204,0.916,0.677,1.12659222582955e-115,"1","Tmem183a"
"Cd63",6.54194583320202e-120,0.261047733699327,0.935,0.63,1.23701653760017e-115,"1","Cd63"
"Bcas2",8.55065852683332e-119,0.360023693762709,0.961,0.845,1.61684402083891e-114,"1","Bcas2"
"Ankrd37",3.1531593729341e-117,0.321764171949122,0.769,0.437,5.96230905828108e-113,"1","Ankrd37"
"Serbp1",5.67191335338549e-117,0.325219917041951,0.999,0.982,1.07250209599166e-112,"1","Serbp1"
"Rwdd1",6.30553883691396e-117,0.346328160800912,0.991,0.939,1.19231433867206e-112,"1","Rwdd1"
"Npm3",1.8069854930912e-116,0.35543566930869,0.989,0.91,3.41682886888615e-112,"1","Npm3"
"Polr3g",4.91908931600688e-116,0.279307242735724,0.763,0.417,9.30150598763741e-112,"1","Polr3g"
"Anp32e",6.42490146888373e-116,0.357967224346782,0.902,0.68,1.21488461875122e-111,"1","Anp32e"
"Lyar",2.8878252657408e-115,0.384379240763562,0.992,0.929,5.46058879498928e-111,"1","Lyar"
"Csnk2a1",4.13174445227062e-115,0.355206400672887,0.96,0.795,7.81271558479852e-111,"1","Csnk2a1"
"Dgat2",4.97939900538137e-115,0.282449370893728,0.719,0.373,9.41554557927563e-111,"1","Dgat2"
